LSOA11CD,total_population,imd_score,imd_decile,income_score,health_score,crime_score
E01003705,2337,14.277,6,0.103,-1.19,0.674
E01003706,1714,16.311,6,0.152,-0.512,-0.364
E01003707,1351,15.526,6,0.127,-1.016,0.365
E01003708,1562,28.999,3,0.221,0.01,0.06
E01003709,1708,9.673,8,0.071,-1.058,0.007
E01003710,1465,10.916,8,0.078,-0.762,0.211
E01003711,1860,16.89,6,0.114,-0.292,0.527
E01003712,1221,39.856,2,0.297,0.36,0.13
E01003713,1816,17.315,6,0.149,-0.653,-0.016
E01003714,2252,19.087,5,0.139,-0.526,0.345
E01003715,2129,19.475,5,0.145,-0.933,0.574
E01003716,1874,22.223,4,0.147,-0.322,1.053
E01003718,1966,18.677,5,0.136,-0.699,0.518
E01003719,2204,23.275,4,0.164,-0.584,1.156
E01003720,1860,30.716,3,0.212,0.404,0.075
E01003721,1866,19.545,5,0.112,-0.256,0.385
E01003722,1986,24.506,4,0.177,-0.344,0.359
E01003723,1909,28.091,3,0.187,-0.406,0.706
E01003724,1464,18.246,5,0.11,-0.647,0.398
E01003725,1564,26.212,4,0.19,-0.251,0.451
E01003726,1607,31.711,3,0.202,-0.093,0.352
E01003727,1705,29.893,3,0.195,0.118,0.649
E01003728,2886,29.17,3,0.156,-0.67,1.049
E01003729,1840,29.466,3,0.203,-0.174,0.723
E01003730,1700,23.485,4,0.182,-0.823,0.354
E01003731,1540,26.421,4,0.206,-0.5,0.61
E01003732,1829,33.926,2,0.257,0.636,0.134
E01003733,1751,25.381,4,0.184,-0.665,0.424
E01003734,1816,22.036,4,0.165,-0.707,0.55
E01003735,2473,34.319,2,0.3,0.028,-0.085
E01003736,1636,25.007,4,0.191,-0.173,0.469
E01003737,1852,14.602,6,0.12,-1.148,0.47
E01003738,2282,14.155,7,0.108,-1.323,0.145
E01003739,2362,19.82,5,0.173,-0.698,0.451
E01003740,2257,18.38,5,0.112,-0.881,0.891
E01003741,1842,16.28,6,0.111,-0.831,0.319
E01003742,2330,15.083,6,0.135,-1.073,0.116
E01003743,1888,20.542,5,0.152,-0.423,0.519
E01003744,1364,8.383,9,0.051,-1.101,-0.139
E01003745,1428,5.743,10,0.026,-1.708,0.032
E01003746,1555,4.117,10,0.035,-1.633,-0.503
E01003747,1309,5.927,9,0.042,-1.609,-0.085
E01003748,1542,4.929,10,0.031,-1.496,-0.148
E01003749,1616,8.362,9,0.053,-0.692,0.122
E01003750,1726,12.172,7,0.083,-0.927,0.382
E01003751,2012,16.317,6,0.112,-0.8,0.212
E01003752,2794,12.74,7,0.103,-1.263,-0.042
E01003753,2065,13.373,7,0.097,-1.183,-0.372
E01003754,1739,13.011,7,0.119,-0.988,-0.277
E01003755,2088,14.75,6,0.136,-1.106,0.157
E01003756,2170,16.868,6,0.13,-0.649,0.036
E01003757,2145,20.327,5,0.152,-0.868,0.311
E01003758,2904,21.133,5,0.162,-0.431,0.244
E01003759,1565,5.02,10,0.035,-1.451,-0.112
E01003760,2005,15.006,6,0.082,-1.191,0.566
E01003761,1841,39.737,2,0.292,0.091,-0.422
E01003762,1704,14.079,7,0.071,-1.265,0.212
E01003763,1996,11.372,7,0.062,-1.457,0.367
E01003764,2157,14.111,7,0.076,-0.79,0.491
E01003765,1890,8.499,9,0.057,-1.139,0.175
E01003766,1892,19.514,5,0.137,-0.578,0.612
E01003767,1991,22.412,4,0.128,-0.36,0.906
E01003768,1834,29.257,3,0.203,0.086,0.659
E01003769,1784,24.749,4,0.156,-0.096,0.573
E01003770,3089,16.679,6,0.108,-0.848,0.746
E01003771,2067,16.92,6,0.132,-0.623,-0.119
E01003772,1815,17.275,6,0.146,-0.674,-0.038
E01003773,1834,14.99,6,0.112,-0.769,0.452
E01003774,1817,8.887,8,0.058,-0.964,0.037
E01003775,1893,7.581,9,0.042,-1.169,0.338
E01003776,1781,23.873,4,0.189,0.502,-0.209
E01003777,1836,7.823,9,0.042,-1.415,0.464
E01003778,2038,9.642,8,0.06,-0.924,0.173
E01003779,1607,14.112,7,0.1,-0.161,-0.64
E01003780,1574,5.828,10,0.027,-1.709,-0.109
E01003781,1871,17.125,6,0.144,-0.874,0.582
E01003782,1801,21.961,4,0.149,-0.879,0.806
E01003783,2496,34.175,2,0.209,-0.09,1.342
E01003784,1873,18.41,5,0.132,-0.673,0.341
E01003785,2094,25.704,4,0.173,-0.638,1.005
E01003786,1558,12.992,7,0.1,-0.97,-0.095
E01003787,1585,15.402,6,0.107,-0.925,0.099
E01003788,1958,24.91,4,0.15,-0.213,0.59
E01003789,1442,10.258,8,0.041,-1.206,0.406
E01003790,1464,16.218,6,0.108,-0.409,0.14
E01003791,1529,15.669,6,0.042,-1.096,1.652
E01003792,1433,11.304,7,0.055,-1.061,0.881
E01003793,1650,24.975,4,0.161,0.096,0.433
E01003794,1564,7.939,9,0.06,-1.343,-0.311
E01003795,1223,8.353,9,0.032,-1.281,0.465
E01003796,1608,9.481,8,0.055,-1.409,0.372
E01003797,1468,5.944,9,0.029,-2.015,0.185
E01003798,1476,8.509,9,0.079,-1.117,-0.238
E01003799,1628,7.18,9,0.024,-2.369,0.36
E01003800,1488,13.145,7,0.106,-0.96,0.009
E01003801,1283,4.028,10,0.024,-1.658,-0.52
E01003802,1294,4.675,10,0.026,-2.452,-0.503
E01003803,1494,23.823,4,0.185,-0.082,-0.254
E01003804,1708,5.756,10,0.047,-1.819,-0.799
E01003805,1602,3.697,10,0.01,-3.031,-0.369
E01003806,1606,8.022,9,0.019,-2.666,0.751
E01003807,1951,7.831,9,0.067,-1.237,-0.517
E01003808,1900,5.994,9,0.053,-1.65,-0.501
E01003809,1712,6.067,9,0.024,-2.322,-0.083
E01003810,1690,7.461,9,0.058,-1.162,-0.173
E01003811,1771,5.515,10,0.044,-1.543,-0.493
E01003812,1986,7.792,9,0.062,-0.765,-0.335
E01003813,1645,4.739,10,0.029,-1.338,-0.382
E01003814,1732,8.961,8,0.074,-0.738,-0.407
E01003815,1957,8.914,8,0.081,-0.824,-0.502
E01003816,1747,12.147,7,0.057,-1.095,0.48
E01003817,1959,11.002,8,0.064,-1.408,0.737
E01003818,1632,7.107,9,0.076,-1.69,0.091
E01003819,1714,28.717,3,0.208,0.161,0.431
E01003820,2076,11.453,7,0.097,-1.158,-0.474
E01003821,1551,5.143,10,0.03,-1.785,-0.537
E01003822,1432,2.997,10,0.015,-2.269,-0.184
E01003823,1705,7.241,9,0.033,-2.096,0.375
E01003824,1623,4.594,10,0.042,-1.356,-0.243
E01003825,1818,3.249,10,0.033,-1.831,-0.714
E01003826,1800,22.898,4,0.164,0.188,0.097
E01003827,1886,8.485,9,0.07,-1.25,-0.204
E01003828,1521,6.069,9,0.041,-1.432,-0.09
E01003829,1700,26.698,3,0.167,0.354,0.38
E01003830,1743,9.449,8,0.066,-1.206,-0.251
E01003831,1720,10.154,8,0.057,-0.897,0.709
E01003832,1495,37.019,2,0.234,0.471,0.28
E01003833,1423,16.556,6,0.119,-0.545,0.135
E01003834,2249,7.292,9,0.048,-1.062,-0.051
E01003835,1619,4.465,10,0.024,-2.107,-0.167
E01003836,1480,12.983,7,0.093,-0.663,0.137
E01003837,1984,7.835,9,0.054,-1.72,0.329
E01003838,1913,7.339,9,0.052,-1.682,-0.208
E01003839,2146,13.14,7,0.105,-1.451,0.061
E01003840,1622,14.808,6,0.112,-1.108,0.203
E01003841,2075,26.04,4,0.189,-0.016,0.167
E01003842,1655,20.358,5,0.126,-0.172,0.393
E01003843,2117,15.73,6,0.12,-1.118,-0.395
E01003844,1448,9.207,8,0.051,-1.052,0.294
E01003845,1707,9.314,8,0.057,-1.377,0.174
E01003846,1709,4.171,10,0.018,-2.735,-0.379
E01003847,1523,6.72,9,0.049,-1.912,-0.044
E01003848,1855,11.354,7,0.073,-1.247,0.342
E01003849,1509,8.448,9,0.05,-1.362,0.099
E01003851,1633,5.879,10,0.019,-2.241,0.415
E01003852,1382,13.631,7,0.075,-1.347,1.043
E01003853,1506,11.466,7,0.084,-1.067,0.075
E01003854,1489,7.824,9,0.052,-1.623,0.404
E01003855,1865,19.172,5,0.16,-0.661,0.204
E01003856,1623,6.295,9,0.063,-1.553,-0.41
E01003857,1918,5.533,10,0.048,-1.808,-0.526
E01003858,1622,3.877,10,0.024,-1.562,-0.424
E01003859,1637,6.736,9,0.045,-1.544,0.049
E01003860,1763,9.269,8,0.057,-1.598,0.314
E01003861,1863,8.226,9,0.065,-1.349,0.024
E01003862,1673,17.786,5,0.108,-0.63,0.679
E01003863,1463,18.695,5,0.136,-0.668,0.441
E01003864,1522,7.131,9,0.044,-1.475,-0.108
E01003865,1353,11.466,7,0.083,-1.053,-0.032
E01003866,1669,3.804,10,0.01,-2.334,-0.677
E01003867,1537,11.779,7,0.069,-1.017,0.277
E01003868,1507,5.583,10,0.032,-1.63,0.043
E01003869,1652,5.06,10,0.027,-1.56,-0.003
E01003870,1922,5.807,10,0.027,-1.894,-0.143
E01003871,1859,4.824,10,0.041,-1.808,-0.415
E01003872,1503,7.634,9,0.042,-1.804,0.529
E01003873,1655,7.46,9,0.046,-1.65,0.412
E01003874,1563,5.246,10,0.036,-1.652,-0.58
E01003875,1624,7.33,9,0.063,-1.758,0.153
E01003876,1670,6.706,9,0.034,-1.932,0.213
E01003877,1641,6.021,9,0.04,-1.668,-0.386
E01003878,1424,19.583,5,0.164,-0.253,0.126
E01003879,1646,5.901,10,0.025,-2.577,0.076
E01003880,1479,6.098,9,0.048,-1.543,-0.205
E01003881,1776,4.598,10,0.028,-1.835,-1.103
E01003882,1916,6.198,9,0.035,-1.378,-0.239
E01003883,1911,4.784,10,0.043,-0.962,-1.195
E01003884,1815,5.571,10,0.044,-1.395,0.082
E01003885,1528,6.094,9,0.043,-1.495,0.296
E01003886,1730,3.466,10,0.027,-2.095,-0.541
E01003887,1794,4.573,10,0.026,-1.724,-0.443
E01003888,2047,13.591,7,0.115,-0.388,-0.894
E01003889,1740,4.826,10,0.017,-1.783,-0.091
E01003890,1570,6.593,9,0.045,-1.662,-0.715
E01003891,1812,2.666,10,0.029,-2.048,-1.196
E01003892,2017,3.779,10,0.022,-1.902,-0.625
E01003893,1602,6.7,9,0.037,-1.658,-0.478
E01003894,1752,4.823,10,0.032,-1.924,-0.117
E01003895,1750,8.016,9,0.051,-1.804,0.125
E01003896,1870,7.551,9,0.033,-1.759,0.156
E01003897,1847,8.295,9,0.057,-1.176,0.216
E01003898,1596,7.887,9,0.065,-0.996,-0.01
E01003899,1474,5.147,10,0.038,-1.456,-0.295
E01003900,1570,21.164,5,0.145,-0.222,0.582
E01003901,1768,7.055,9,0.035,-1.309,0.035
E01003902,1316,5.894,10,0.038,-1.55,-0.529
E01003903,1673,13.193,7,0.076,-1.261,0.768
E01003904,1689,10.731,8,0.075,-1.028,-0.008
E01003905,1392,7.581,9,0.063,-0.785,-0.181
E01003906,1730,12.068,7,0.084,-0.749,-0.305
E01003907,1765,20.973,5,0.141,-0.34,0.18
E01003908,1837,6.907,9,0.043,-1.72,0.258
E01003909,1619,7.634,9,0.054,-1.562,0.174
E01003910,1719,6.487,9,0.036,-1.537,-0.256
E01003911,1802,29.823,3,0.213,0.077,0.238
E01003912,1458,40.627,2,0.286,0.905,0.454
E01003913,1945,19.198,5,0.118,-0.085,0.46
E01003914,1953,21.514,5,0.137,0.033,0.162
E01003915,1916,28.036,3,0.19,0.21,0.146
E01003916,2241,24.749,4,0.165,0.011,0.565
E01003917,1926,30.163,3,0.215,0.403,0.809
E01003918,1545,34.58,2,0.239,0.043,1.251
E01003919,1827,23.585,4,0.109,-0.302,1.144
E01003920,1957,32.296,3,0.237,0.275,0.401
E01003921,1596,39.685,2,0.19,1.058,1.236
E01003922,2121,30.64,3,0.204,0.27,1.071
E01003923,1837,26.667,3,0.172,0.0,0.616
E01003924,2031,31.183,3,0.206,0.27,0.316
E01003925,1577,32.72,3,0.21,0.316,0.195
E01003926,1437,31.441,3,0.225,0.38,0.664
E01003927,3056,16.421,6,0.087,-0.05,-0.475
E01003929,2337,22.973,4,0.123,-0.068,0.207
E01003930,1589,28.921,3,0.116,0.277,0.874
E01003932,1570,38.967,2,0.248,0.828,0.356
E01003933,1533,33.607,2,0.155,0.647,1.56
E01003934,1756,18.616,5,0.118,-0.128,-0.804
E01003935,1300,21.011,5,0.153,0.497,-0.754
E01003936,3263,14.247,6,0.02,-0.592,-0.356
E01003937,1364,24.291,4,0.077,0.253,0.883
E01003938,1632,31.171,3,0.23,0.314,0.502
E01003939,1904,20.471,5,0.116,0.253,-0.004
E01003940,1379,33.392,2,0.276,0.241,0.346
E01003941,2031,18.245,5,0.106,-0.159,0.587
E01003942,1560,31.341,3,0.21,0.622,0.733
E01003943,1211,40.136,2,0.261,0.437,1.528
E01003945,1723,16.412,6,0.078,-0.424,0.715
E01003946,1788,17.006,6,0.088,-0.416,0.895
E01003947,1509,36.138,2,0.304,0.789,-0.198
E01003948,1679,17.282,6,0.102,-0.149,0.636
E01003949,1967,17.081,6,0.102,-0.07,0.006
E01003950,1849,27.465,3,0.189,0.05,0.159
E01003951,1478,16.049,6,0.066,-0.231,0.619
E01003952,1723,15.594,6,0.092,-0.25,0.299
E01003953,2109,18.641,5,0.096,0.208,0.262
E01003954,1632,17.262,6,0.095,0.066,0.237
E01003955,1962,18.283,5,0.107,0.329,0.026
E01003956,1721,11.825,7,0.077,-0.332,-0.154
E01003957,1790,14.122,7,0.092,-0.119,-0.073
E01003958,1749,16.322,6,0.098,-0.126,0.035
E01003960,1984,27.356,3,0.145,0.159,0.789
E01003961,2150,37.844,2,0.251,0.634,0.744
E01003963,1626,39.212,2,0.278,0.575,0.75
E01003964,2152,35.378,2,0.191,0.02,1.338
E01003966,1949,33.346,2,0.206,0.495,1.007
E01003967,984,31.354,3,0.176,0.211,0.702
E01003968,1334,46.579,1,0.356,0.742,0.801
E01003969,2386,24.1,4,0.144,-0.318,0.831
E01003970,1234,38.992,2,0.264,0.297,1.594
E01003971,1374,50.411,1,0.382,0.541,1.271
E01003972,1729,27.729,3,0.179,0.232,0.514
E01003973,1722,29.812,3,0.192,0.323,0.718
E01003974,1319,35.37,2,0.248,0.095,0.943
E01003975,1849,31.043,3,0.228,0.095,0.645
E01003976,2276,30.428,3,0.177,0.515,0.708
E01003977,2127,27.452,3,0.17,0.359,0.32
E01003978,2710,22.926,4,0.149,-0.26,0.189
E01003979,1754,29.514,3,0.166,0.887,0.612
E01003980,1964,32.853,3,0.205,0.77,0.571
E01003981,2278,26.493,4,0.107,0.599,0.947
E01003983,2296,31.14,3,0.233,-0.192,0.342
E01003984,2058,35.23,2,0.227,0.454,1.32
E01003986,1574,38.146,2,0.273,0.389,0.776
E01003987,1873,34.241,2,0.258,0.482,0.125
E01003988,2300,31.655,3,0.189,-0.041,0.649
E01003989,1959,28.863,3,0.214,-0.35,0.756
E01003990,2190,31.077,3,0.253,0.177,0.261
E01003991,1189,39.26,2,0.29,0.824,0.628
E01003992,1710,32.416,3,0.243,0.25,0.235
E01003993,1951,28.38,3,0.198,0.236,0.149
E01003994,1484,35.666,2,0.222,0.538,1.238
E01003995,1479,35.076,2,0.206,0.887,0.764
E01003997,1300,30.268,3,0.192,0.18,1.119
E01003998,1467,25.146,4,0.123,0.321,0.291
E01003999,1560,24.487,4,0.166,-0.017,0.402
E01004000,2181,27.983,3,0.183,0.2,0.28
E01004001,1794,35.784,2,0.248,0.802,0.232
E01004002,1912,17.58,6,0.084,-0.279,0.288
E01004003,1946,35.58,2,0.236,0.595,0.687
E01004004,2837,31.644,3,0.197,0.577,0.686
E01004005,2392,45.149,1,0.282,1.141,0.75
E01004006,2219,26.449,4,0.144,0.248,0.624
E01004007,1346,39.431,2,0.335,0.459,0.47
E01004008,2050,34.841,2,0.246,0.245,0.872
E01004010,1601,32.313,3,0.205,-0.016,1.43
E01004011,2412,30.983,3,0.23,0.208,0.281
E01004012,2466,27.301,3,0.195,0.008,0.189
E01004013,1484,39.137,2,0.28,0.599,0.83
E01004014,1763,33.895,2,0.26,0.534,-0.128
E01004015,1659,22.806,4,0.099,0.413,1.317
E01004016,2602,20.176,5,0.133,-0.062,0.124
E01004017,1563,15.612,6,0.099,-0.114,-0.01
E01004018,1935,11.302,7,0.068,-0.472,-0.2
E01004019,2506,24.043,4,0.193,0.027,-0.1
E01004020,1739,28.028,3,0.226,-0.107,-0.14
E01004021,2124,14.812,6,0.095,-0.364,-0.127
E01004022,3548,24.603,4,0.161,0.033,0.874
E01004023,1833,28.547,3,0.177,0.305,1.129
E01004024,2234,31.179,3,0.202,0.949,0.599
E01004027,2389,19.542,5,0.129,-0.002,-0.829
E01004028,2532,26.416,4,0.184,0.482,0.511
E01004029,2309,12.382,7,0.083,-0.316,-0.077
E01004030,1596,24.934,4,0.163,0.123,0.499
E01004031,2174,25.963,4,0.146,-0.058,1.235
E01004032,1956,8.261,9,0.023,-0.615,-0.149
E01004033,2595,27.067,3,0.191,-0.033,0.93
E01004034,1751,25.711,4,0.177,0.046,0.379
E01004035,1514,36.203,2,0.207,1.266,1.167
E01004036,2151,31.501,3,0.226,0.253,0.498
E01004037,2108,25.892,4,0.171,0.226,0.494
E01004038,2549,22.29,4,0.151,-0.209,0.443
E01004039,1677,22.583,4,0.115,-0.321,0.641
E01004040,1860,39.89,2,0.264,0.489,0.962
E01004041,1725,27.397,3,0.159,-0.031,0.855
E01004042,1789,45.391,1,0.306,0.94,1.234
E01004043,1486,26.395,4,0.132,0.209,0.936
E01004044,1562,31.112,3,0.207,0.454,0.31
E01004045,1537,27.322,3,0.217,0.076,-0.541
E01004046,1762,17.334,6,0.101,-0.097,0.404
E01004047,1643,24.36,4,0.188,0.118,-0.361
E01004048,1617,20.516,5,0.133,-0.137,0.317
E01004049,2096,16.687,6,0.115,-0.304,-0.342
E01004050,1573,14.511,6,0.058,-0.765,0.404
E01004051,1657,9.731,8,0.045,-0.228,-0.149
E01004052,1891,15.763,6,0.087,-0.414,0.397
E01004053,1901,8.683,8,0.042,-0.249,-0.385
E01004054,1631,8.354,9,0.036,-0.41,-0.361
E01004055,1300,38.922,2,0.229,0.443,0.803
E01004056,2118,19.671,5,0.13,0.039,0.286
E01004057,1712,21.669,4,0.142,0.11,0.756
E01004058,1758,8.41,9,0.024,-0.678,0.245
E01004059,1491,17.254,6,0.032,-0.088,1.322
E01004060,2010,31.991,3,0.179,0.592,0.46
E01004061,1880,21.531,5,0.101,-0.205,1.389
E01004062,2301,29.363,3,0.183,0.372,1.046
E01004063,2044,27.404,3,0.148,0.634,1.408
E01004064,2095,30.525,3,0.207,0.338,0.908
E01004065,1518,19.287,5,0.11,0.25,0.421
E01004066,2164,23.913,4,0.166,-0.199,0.522
E01004067,2264,35.543,2,0.19,-0.067,1.977
E01004068,2127,34.366,2,0.232,0.555,0.721
E01004069,1516,9.326,8,0.019,-1.205,1.011
E01004070,2031,13.134,7,0.095,-0.519,0.009
E01004071,1513,18.227,5,0.15,0.058,-0.423
E01004072,1825,9.199,8,0.051,-1.003,0.264
E01004073,2137,8.556,9,0.061,-0.922,-0.147
E01004074,1947,9.778,8,0.043,-1.161,0.58
E01004075,1817,8.625,8,0.019,-1.3,0.718
E01004076,1569,18.319,5,0.117,-0.463,-0.09
E01004077,1603,13.521,7,0.079,-0.473,0.279
E01004078,1715,15.61,6,0.099,-0.32,-0.143
E01004079,1431,8.556,9,0.04,-0.958,0.445
E01004080,1336,9.86,8,0.058,-0.952,0.031
E01004081,1598,12.414,7,0.085,-0.356,-0.708
E01004082,1420,5.317,10,0.046,-1.253,-0.533
E01004083,1415,44.327,1,0.308,0.912,0.447
E01004084,1450,5.77,10,0.041,-1.337,-0.639
E01004085,1604,8.478,9,0.041,-1.278,-0.055
E01004086,1821,15.277,6,0.117,-0.498,0.509
E01004087,1464,5.727,10,0.046,-0.989,-0.22
E01004088,1941,43.226,2,0.297,0.541,0.697
E01004089,1453,35.547,2,0.216,1.045,0.123
E01004090,1318,34.411,2,0.244,0.348,-0.773
E01004091,1276,4.563,10,0.031,-1.347,-2.354
E01004092,1501,7.536,9,0.026,-1.57,0.118
E01004093,1539,5.418,10,0.037,-1.14,-0.37
E01004094,1813,4.481,10,0.041,-0.86,-1.039
E01004095,1514,5.625,10,0.028,-0.968,-1.099
E01004096,1509,18.894,5,0.115,-0.262,-0.291
E01004097,1728,4.804,10,0.047,-1.175,-0.394
E01004098,1272,5.989,9,0.06,-0.788,-0.391
E01004099,1446,21.103,5,0.16,0.134,0.495
E01004100,1475,7.356,9,0.067,-1.158,-0.148
E01004101,1399,4.687,10,0.035,-1.265,-0.482
E01004102,1434,10.815,8,0.052,-0.586,0.337
E01004103,1680,8.235,9,0.063,-0.79,-0.697
E01004104,1566,4.084,10,0.032,-1.418,-0.615
E01004105,1881,5.081,10,0.053,-1.359,-0.657
E01004106,1604,3.091,10,0.019,-1.738,-0.726
E01004107,1609,12.514,7,0.098,-0.37,-0.625
E01004108,2020,13.133,7,0.069,-0.606,0.367
E01004109,1712,14.737,6,0.124,-0.36,-0.704
E01004110,1977,9.204,8,0.073,-0.834,-0.854
E01004111,1573,10.447,8,0.074,-0.092,-0.008
E01004112,1605,2.793,10,0.027,-1.353,-0.489
E01004114,1737,4.659,10,0.023,-1.495,-1.029
E01004115,1763,6.163,9,0.051,-1.37,-0.555
E01004116,1607,6.392,9,0.066,-0.926,-0.517
E01004117,1392,4.051,10,0.02,-0.952,-1.04
E01004118,1829,9.787,8,0.074,-0.44,-0.278
E01004119,1432,9.583,8,0.039,-0.758,0.571
E01004120,1622,4.752,10,0.032,-1.369,-0.27
E01004121,1629,8.307,9,0.068,-0.907,0.051
E01004122,1408,5.319,10,0.035,-0.793,-0.462
E01004123,2360,28.156,3,0.154,-0.064,0.802
E01004124,1930,23.237,4,0.166,-0.31,-0.65
E01004125,1604,31.639,3,0.199,0.262,0.861
E01004126,1465,31.361,3,0.214,0.076,0.733
E01004127,1702,19.777,5,0.105,-0.03,0.377
E01004128,1478,23.682,4,0.154,0.179,-1.068
E01004129,1908,34.12,2,0.217,0.404,0.523
E01004130,1609,10.222,8,0.068,-0.798,0.03
E01004131,1720,11.154,8,0.068,-0.401,-0.5
E01004132,1545,6.647,9,0.038,-1.13,-0.138
E01004133,1475,6.482,9,0.043,-0.906,-0.599
E01004134,1457,11.832,7,0.079,-0.617,-0.231
E01004135,1447,7.552,9,0.047,-0.828,-0.054
E01004136,1558,8.396,9,0.052,-0.69,-0.356
E01004137,1710,16.018,6,0.089,-0.238,0.86
E01004138,1696,14.166,7,0.093,-0.614,-0.3
E01004139,1433,9.611,8,0.064,-0.665,-0.094
E01004140,1568,33.998,2,0.215,0.929,0.426
E01004141,1652,21.087,5,0.165,-0.071,0.306
E01004142,2266,25.999,4,0.207,0.257,0.169
E01004143,1447,11.79,7,0.084,-0.604,-0.284
E01004144,1686,8.77,8,0.064,-1.034,-0.055
E01004145,2175,12.273,7,0.088,-0.77,0.137
E01004146,1758,12.483,7,0.072,-0.528,-0.193
E01004147,1606,9.428,8,0.065,-0.47,-0.194
E01004148,1745,23.361,4,0.18,-0.403,0.008
E01004149,1930,9.979,8,0.062,-0.592,-0.256
E01004150,1659,21.634,4,0.165,0.181,-0.502
E01004151,1858,14.853,6,0.074,0.2,-0.358
E01004152,1781,14.903,6,0.112,-0.335,-0.132
E01004153,1892,13.116,7,0.085,-0.528,-0.185
E01004154,1441,4.873,10,0.037,-1.288,-0.86
E01004155,1769,8.123,9,0.051,-0.586,-0.608
E01004156,1887,9.004,8,0.057,-0.627,0.268
E01004157,1252,3.327,10,0.026,-1.141,-0.726
E01004158,1589,7.905,9,0.061,-0.767,-0.713
E01004159,1559,14.179,7,0.091,-0.593,-0.164
E01004160,1647,9.329,8,0.069,-0.761,-0.609
E01004161,1524,8.007,9,0.041,-0.846,-0.526
E01004162,1597,11.476,7,0.086,-0.096,-0.016
E01004163,1654,14.594,6,0.085,-0.7,0.294
E01004164,1408,12.098,7,0.041,-0.445,0.181
E01004165,1770,16.373,6,0.101,0.065,0.323
E01004166,1480,11.417,7,0.08,-0.478,-0.039
E01004167,1391,31.388,3,0.251,0.55,0.316
E01004168,1560,8.689,8,0.042,-0.599,0.167
E01004169,1372,27.196,3,0.195,0.022,0.168
E01004170,2211,10.215,8,0.067,-0.913,-0.237
E01004171,1528,6.369,9,0.044,-0.839,-0.111
E01004172,1668,20.888,5,0.178,-0.252,-0.076
E01004173,1347,13.552,7,0.087,-0.424,0.023
E01004174,1470,17.325,6,0.101,-0.337,0.181
E01004175,1737,10.891,8,0.071,-0.672,-1.068
E01004176,1602,11.911,7,0.074,-0.563,0.13
E01004177,1935,18.938,5,0.14,0.153,-0.018
E01004178,2193,17.18,6,0.119,-0.23,0.137
E01004179,1581,7.235,9,0.046,-1.192,-0.229
E01004180,1687,5.028,10,0.044,-1.385,-0.473
E01004181,1739,16.45,6,0.108,-0.247,-0.85
E01004182,1632,25.061,4,0.199,-0.22,-0.164
E01004183,1787,28.494,3,0.201,0.207,0.333
E01004184,1628,29.765,3,0.201,-0.196,0.637
E01004185,1526,43.208,2,0.278,0.446,0.789
E01004186,1754,13.757,7,0.09,-0.555,0.2
E01004187,1613,22.532,4,0.127,0.284,0.082
E01004188,1842,13.983,7,0.106,-0.72,-0.062
E01004189,1982,28.594,3,0.176,-0.095,0.47
E01004190,1384,4.657,10,0.04,-1.315,-0.441
E01004191,1850,7.762,9,0.056,-1.392,-0.24
E01004192,1993,11.343,7,0.081,-0.668,-0.618
E01004193,2941,12.377,7,0.096,-1.041,-0.439
E01004194,1462,11.041,8,0.073,-0.573,-0.092
E01004195,1709,9.504,8,0.069,-0.862,0.046
E01004196,1527,5.776,10,0.049,-0.906,-0.635
E01004197,2919,27.495,3,0.184,0.43,0.73
E01004198,1610,42.068,2,0.273,1.146,1.152
E01004199,1692,43.877,1,0.296,0.416,1.486
E01004200,1534,27.239,3,0.14,0.369,0.564
E01004201,1654,25.908,4,0.201,0.183,0.338
E01004202,1736,25.423,4,0.152,0.402,1.15
E01004203,1903,28.299,3,0.166,0.465,1.269
E01004204,1842,33.995,2,0.238,0.763,0.671
E01004205,2324,37.904,2,0.259,0.796,0.742
E01004206,1481,43.126,2,0.315,0.759,1.035
E01004207,1373,34.765,2,0.21,0.438,1.011
E01004208,2283,25.084,4,0.119,-0.292,1.303
E01004209,1421,42.475,2,0.3,0.538,1.509
E01004211,1592,31.539,3,0.164,0.727,1.53
E01004212,1989,24.876,4,0.144,0.349,0.794
E01004214,1679,35.567,2,0.265,0.484,-0.117
E01004215,3795,17.411,6,0.134,-0.05,-0.653
E01004216,1839,14.112,7,0.107,0.293,-0.749
E01004217,1984,22.505,4,0.164,0.278,0.544
E01004218,1896,12.658,7,0.098,-0.417,0.267
E01004219,2384,33.685,2,0.22,0.342,1.292
E01004221,2134,18.973,5,0.145,0.593,-0.294
E01004222,2862,37.724,2,0.273,0.675,0.797
E01004223,2321,35.516,2,0.241,0.524,1.21
E01004224,2307,31.203,3,0.203,0.797,0.993
E01004225,2696,20.839,5,0.08,-0.118,-0.037
E01004226,2227,28.641,3,0.224,0.049,0.896
E01004228,2120,21.888,4,0.128,0.238,0.945
E01004229,1617,25.746,4,0.183,0.25,0.54
E01004230,2225,27.77,3,0.184,0.302,0.914
E01004231,1889,32.526,3,0.226,0.333,0.903
E01004232,1791,20.727,5,0.097,-0.46,1.515
E01004233,2085,31.122,3,0.261,0.062,0.394
E01004234,2193,24.249,4,0.112,-0.349,1.913
E01004235,1380,32.56,3,0.262,0.143,0.134
E01004236,1772,38.698,2,0.277,0.511,1.386
E01004237,1433,29.74,3,0.228,-0.017,0.992
E01004238,4477,30.706,3,0.228,0.122,0.95
E01004239,1670,41.301,2,0.272,0.487,1.426
